,URL
0,https://www.goodreads.com/book/show/1582996.City_of_Ashes
1,https://www.goodreads.com/book/show/6339664-hush-hush
2,https://www.goodreads.com/book/show/3777732-city-of-glass
3,https://www.goodreads.com/book/show/7171637-clockwork-angel
4,https://www.goodreads.com/book/show/30183.Marked
5,https://www.goodreads.com/book/show/3236307-graceling
6,https://www.goodreads.com/book/show/6068551-shiver
7,https://www.goodreads.com/book/show/2282133.Frostbite
8,https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You
9,https://www.goodreads.com/book/show/4556058-the-last-olympian
10,https://www.goodreads.com/book/show/7735333-matched
11,https://www.goodreads.com/book/show/36381037-cinder
12,https://www.goodreads.com/book/show/13152.The_Angel_Experiment
13,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse
14,https://www.goodreads.com/book/show/2802316-shadow-kiss
15,https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth
16,https://www.goodreads.com/book/show/10507293-the-selection
17,https://www.goodreads.com/book/show/5996153-blood-promise
18,https://www.goodreads.com/book/show/7736182-the-lost-hero
19,https://www.goodreads.com/book/show/24768.Pretties
20,https://www.goodreads.com/book/show/9275658-legend
21,https://www.goodreads.com/book/show/45978.Eldest
22,https://www.goodreads.com/book/show/3975774-evermore
23,https://www.goodreads.com/book/show/2800905-the-summoning
24,https://www.goodreads.com/book/show/21851355-gone
25,https://www.goodreads.com/book/show/6479259-spirit-bound
26,https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty
27,https://www.goodreads.com/book/show/6644117-the-iron-king
28,https://www.goodreads.com/book/show/9361589-the-night-circus
29,https://www.goodreads.com/book/show/6527740-last-sacrifice
30,https://www.goodreads.com/book/show/676924.Betrayed
31,https://www.goodreads.com/book/show/2213661.The_Graveyard_Book
32,https://www.goodreads.com/book/show/1326258.Chosen
33,https://www.goodreads.com/book/show/305234.Wicked_Lovely
34,https://www.goodreads.com/book/show/10429045-shatter-me
35,https://www.goodreads.com/book/show/6752378-city-of-fallen-angels
36,https://www.goodreads.com/book/show/2866718-untamed
37,https://www.goodreads.com/book/show/3168250-the-alchemyst
38,https://www.goodreads.com/book/show/10025305-clockwork-prince
39,https://www.goodreads.com/book/show/872333.Blue_Bloods
40,https://www.goodreads.com/book/show/28195.Inkspell
41,https://www.goodreads.com/book/show/76703559-throne-of-glass
42,https://www.goodreads.com/book/show/42899.Dark_Lover
43,https://www.goodreads.com/book/show/11505797-beautiful-disaster
44,https://www.goodreads.com/book/show/4134071-hunted
45,https://www.goodreads.com/book/show/60510.Poison_Study
46,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye
47,https://www.goodreads.com/book/show/7791997-crescendo
48,https://www.goodreads.com/book/show/227651.Among_the_Hidden
49,https://www.goodreads.com/book/show/44652.Fablehaven
50,https://www.goodreads.com/book/show/5391115-the-awakening
51,https://www.goodreads.com/book/show/8755776-city-of-lost-souls
52,https://www.goodreads.com/book/show/24770.Uglies
53,https://www.goodreads.com/book/show/2248573.Brisingr
54,https://www.goodreads.com/book/show/4268157-perfect-chemistry
55,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone
56,https://www.goodreads.com/book/show/769483.Magyk
57,https://www.goodreads.com/book/show/27266.Glass_Houses
58,https://www.goodreads.com/book/show/12578077-obsidian
59,https://www.goodreads.com/book/show/1254951.The_Luxe
60,https://www.goodreads.com/book/show/6262365-tempted
61,https://www.goodreads.com/book/show/71811.Moon_Called
62,https://www.goodreads.com/book/show/7740152-torment
63,https://www.goodreads.com/book/show/568645.Cross_My_Heart_and_Hope_to_Spy
64,https://www.goodreads.com/book/show/24765.Specials
65,https://www.goodreads.com/book/show/30236962-the-historian
66,https://www.goodreads.com/book/show/179064.The_Goose_Girl
67,https://www.goodreads.com/book/show/13831.Alanna
68,https://www.goodreads.com/book/show/183660.Fairest
69,https://www.goodreads.com/book/show/764347.Unwind
70,https://www.goodreads.com/book/show/7090447-the-red-pyramid
71,https://www.goodreads.com/book/show/8709527-bloodlines
72,https://www.goodreads.com/book/show/6574102-heist-society
73,https://www.goodreads.com/book/show/5287473-hex-hall
74,https://www.goodreads.com/book/show/3099787-night-world-no-1
75,https://www.goodreads.com/book/show/18335634-clockwork-princess
76,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind
77,https://www.goodreads.com/book/show/6936382-anna-and-the-french-kiss
78,https://www.goodreads.com/book/show/51738.Just_Listen
79,https://www.goodreads.com/book/show/58913358-a-story-of-yesterday
80,https://www.goodreads.com/book/show/44170.The_Looking_Glass_Wars
81,https://www.goodreads.com/book/show/41637836-the-subtle-knife
82,https://www.goodreads.com/book/show/10637766-silence
83,https://www.goodreads.com/book/show/2722413-evernight
84,https://www.goodreads.com/book/show/5267365-don-t-judge-a-girl-by-her-cover
85,https://www.goodreads.com/book/show/263147.Vampire_Kisses
86,https://www.goodreads.com/book/show/106085.Masquerade
87,https://www.goodreads.com/book/show/6134826-blue-moon
88,https://www.goodreads.com/book/show/127459.The_Sweet_Far_Thing
89,https://www.goodreads.com/book/show/51428.Rebel_Angels
90,https://www.goodreads.com/book/show/6654313-linger
91,https://www.goodreads.com/book/show/28666513-touched
92,https://www.goodreads.com/book/show/2299110.Acheron
93,https://www.goodreads.com/book/show/2753843-revelations
94,https://www.goodreads.com/book/show/187811.Shadowland
95,https://www.goodreads.com/book/show/9520360-the-son-of-neptune
96,https://www.goodreads.com/book/show/33977027-coilhunter
97,https://www.goodreads.com/book/show/1661957.Wake
98,https://www.goodreads.com/book/show/47281.Number_the_Stars
99,https://www.goodreads.com/book/show/13829.Terrier
100,https://www.goodreads.com/book/show/6267237-the-van-alen-legacy
101,https://www.goodreads.com/book/show/28881.Lamb
102,https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind
103,https://www.goodreads.com/book/show/65605.The_Magician_s_Nephew
104,https://www.goodreads.com/book/show/68428.The_Final_Empire
105,https://www.goodreads.com/book/show/784911.Rise_of_the_Evening_Star
106,https://www.goodreads.com/book/show/27003.The_Eyre_Affair
107,https://www.goodreads.com/book/show/15863832-angelfall
108,https://www.goodreads.com/book/show/7488244-unearthly
109,https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave
110,https://www.goodreads.com/book/show/6137154-fire
111,https://www.goodreads.com/book/show/112750.Darkfever
112,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible
113,https://www.goodreads.com/book/show/3393124-max
114,https://www.goodreads.com/book/show/5056084-wings
115,https://www.goodreads.com/book/show/35729.Lover_Eternal
116,https://www.goodreads.com/book/show/518848.Sabriel
117,https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
118,https://www.goodreads.com/book/show/42900.Lover_Awakened
119,https://www.goodreads.com/book/show/8667848-a-discovery-of-witches
120,https://www.goodreads.com/book/show/6950688-only-the-good-spy-young
121,https://www.goodreads.com/book/show/60400.The_Ruins_of_Gorlan
122,https://www.goodreads.com/book/show/17675462-the-raven-boys
123,https://www.goodreads.com/book/show/16248068-the-elite
124,https://www.goodreads.com/book/show/493456.Extras
