,URL
0,https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha
1,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind
2,https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth
3,https://www.goodreads.com/book/show/19063.The_Book_Thief
4,https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl
5,https://www.goodreads.com/book/show/4989.The_Red_Tent
6,https://www.goodreads.com/book/show/1953.A_Tale_of_Two_Cities
7,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring
8,https://www.goodreads.com/book/show/52382796-sh-gun
9,https://www.goodreads.com/book/show/3412.The_Thorn_Birds
10,https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear
11,https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose
12,https://www.goodreads.com/book/show/5064.World_Without_End
13,https://www.goodreads.com/book/show/40873273-snow-flower-and-the-secret-fan
14,https://www.goodreads.com/book/show/10692.The_Historian
15,https://www.goodreads.com/book/show/11486.The_Color_Purple
16,https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber
17,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind
18,https://www.goodreads.com/book/show/256008.Lonesome_Dove
19,https://www.goodreads.com/book/show/39832183-the-guernsey-literary-and-potato-peel-pie-society
20,https://www.goodreads.com/book/show/12296.The_Scarlet_Letter
21,https://www.goodreads.com/book/show/10920.Cold_Mountain
22,https://www.goodreads.com/book/show/546018.Roots
23,https://www.goodreads.com/book/show/7190.The_Three_Musketeers
24,https://www.goodreads.com/book/show/18765.I_Claudius
25,https://www.goodreads.com/book/show/6867.Atonement
26,https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude
27,https://www.goodreads.com/book/show/18143977-all-the-light-we-cannot-see
28,https://www.goodreads.com/book/show/4965.Year_of_Wonders
29,https://www.goodreads.com/book/show/556602.Sarah_s_Key
30,https://www.goodreads.com/book/show/10964.Outlander
31,https://www.goodreads.com/book/show/10988.Drums_of_Autumn
32,https://www.goodreads.com/book/show/17250.The_Crucible
33,https://www.goodreads.com/book/show/682804.The_Killer_Angels
34,https://www.goodreads.com/book/show/40024.The_Alienist
35,https://www.goodreads.com/book/show/10967.The_Fiery_Cross
36,https://www.goodreads.com/book/show/18144590-the-alchemist
37,https://www.goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes
38,https://www.goodreads.com/book/show/39999.The_Boy_in_the_Striped_Pajamas
39,https://www.goodreads.com/book/show/7315573-fall-of-giants
40,https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate
41,https://www.goodreads.com/book/show/42697.Exodus
42,https://www.goodreads.com/book/show/11713.The_English_Patient
43,https://www.goodreads.com/book/show/343.Perfume
